trace,put1,put2,diff_kinds,sig_put1,sig_put2,num_steps,candidate_path
/home/lhirschi/DDYF-fingerprinting/experiments/2026-05-30--openssl-3.2.6-4copenssl-fpp-3.4.5-3.5.0--20-45-16--0/objective/20260530-193716508-3773d11b55f663b3.trace,openssl345,openssl350,Status,6355294cc64bfd957fa69a29963ab1a349e1b6dd83cbb787842d76cd15bac3d1,97c68f88fca02a2dbec33ff8516e41f3f5ea8f010dfb6ff294a70c5fe30631c0,8,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260530-193716508-3773d11b55f663b3.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-05-30--openssl-3.2.6-4copenssl-fpp-3.4.5-3.5.0--20-45-16--0/objective/20260530-193724177-763520062cb0a8db.trace,openssl345,openssl350,Status,fff53a973e8d685843f1754a9cb85c97c964b168c7d589da7dbb5a3bb46d6dd3,97c68f88fca02a2dbec33ff8516e41f3f5ea8f010dfb6ff294a70c5fe30631c0,4,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260530-193724177-763520062cb0a8db.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-05-30--openssl-3.2.6-4copenssl-fpp-3.4.5-3.5.0--20-45-16--0/objective/20260530-193733591-713b5aa788418357.trace,openssl345,openssl350,Status,529b9b04d684539391d70e5950511a7fa41d2a9840926dbfa8b6f62e52aee7e5,97c68f88fca02a2dbec33ff8516e41f3f5ea8f010dfb6ff294a70c5fe30631c0,10,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260530-193733591-713b5aa788418357.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-05-30--openssl-3.2.6-4copenssl-fpp-3.4.5-3.5.0--20-45-16--0/objective/20260530-194421843-4e9ca5baba948e47.trace,openssl345,openssl350,Knowledges,d1ee760d4361266798bee49acd936a8149b95501087f209989fbdd5fabf080c5,4a8e69ff0822f1c648b9ef0042ead127b19bcbd019a70b922e34809ec54cc571,3,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260530-194421843-4e9ca5baba948e47.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-05-30--openssl-3.2.6-4copenssl-fpp-3.5.2-3.5.3--21-45-16--0/objective/20260530-195913724-af61f712a92e8c96.trace,openssl352,openssl353,Status,97c68f88fca02a2dbec33ff8516e41f3f5ea8f010dfb6ff294a70c5fe30631c0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,3,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260530-195913724-af61f712a92e8c96.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-05-30--openssl-3.2.6-4copenssl-fpp-3.5.2-3.5.3--21-45-16--0/objective/20260530-200327676-ba1fe9a3a460e45a.trace,openssl352,openssl353,Status,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,8a9c573cb3cc17b2225b0e95ad634a0a069d88f790e1cbf36927699e9bd9e3ac,13,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260530-200327676-ba1fe9a3a460e45a.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-05-30--openssl-3.2.6-4copenssl-fpp-3.5.2-3.5.3--21-45-16--0/objective/20260530-203445468-cc7ce3230b276e5d.trace,openssl352,openssl353,Status,5a857f03dee23bff385b10614cc8a1d9c832a67312b2ca36f0617ef55af7e400,b2e0eb440e8d0cf91527a313e07419e7aa7afdbf12855d7d6b3180a51ff4f8a1,13,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260530-203445468-cc7ce3230b276e5d.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-05-30--openssl-3.2.6-4copenssl-fpp-3.6.0-3.6.1--22-45-17--0/objective/20260530-213651978-b2cf661cbcc72b54.trace,openssl360,openssl361,Status,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260530-213651978-b2cf661cbcc72b54.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.0.1-5copenssl-fpp-3.0.2-3.0.3--08-32-46--0/objective/20260601-075318191-d69a058527e39145.trace,openssl302,openssl303,Status,678e435e4e16f41918bf86d9a8a9fc2516cb634911c35428c30f9a1debfc0472,678e435e4e16f41918bf86d9a8a9fc2516cb634911c35428c30f9a1debfc0472,2,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260601-075318191-d69a058527e39145.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.0.1-5copenssl-fpp-3.0.2-3.0.3--15-19-28--0/objective/20260601-134156445-b62864587b50a251.trace,openssl302,openssl303,Status,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,19b53184125666d6a56e607c3ec62003fdd5861e546d094fce04b0de91407950,3,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260601-134156445-b62864587b50a251.trace
